"","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"1",11448034,"JB437964","09/13/2018 02:00:00 PM","050XX S LAWNDALE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET",FALSE,FALSE,"0821","008",14,62,"14",1152560,1870937,2018,"09/20/2018 04:03:40 PM",41.801707371,-87.716034394,"(41.801707371, -87.716034394)"
"2",11372016,"JB338867","07/06/2018 11:00:00 PM","028XX W CERMAK RD","0460","BATTERY","SIMPLE","STREET",FALSE,FALSE,"1023","010",12,30,"08B",1157759,1889262,2018,"07/13/2018 03:50:04 PM",41.851889359,-87.696469311,"(41.851889359, -87.696469311)"
"3",11361191,"JB324569","06/25/2018 02:00:00 AM","064XX S FRANCISCO AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT",FALSE,FALSE,"0823","008",15,66,"14",1158156,1861718,2018,"07/02/2018 03:51:34 PM",41.776297035,-87.695762262,"(41.776297035, -87.695762262)"
"4",11408593,"JB386073","08/09/2018 05:45:00 AM","035XX W 12TH PL","0820","THEFT","$500 AND UNDER","STREET",FALSE,FALSE,"1021","010",24,29,"06",1153021,1894062,2018,"08/16/2018 04:02:38 PM",41.865156224,-87.71373199,"(41.865156224, -87.71373199)"
"5",11495958,"JB500959","11/02/2018 07:40:00 AM","046XX S FEDERAL ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,"0215","002",3,38,"07",1176467,1874418,2018,"11/09/2018 04:14:25 PM",41.810754956,-87.628253619,"(41.810754956, -87.628253619)"
"6",11360424,"JB323738","06/25/2018 05:00:00 PM","103XX S COTTAGE GROVE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE",FALSE,FALSE,"0512","005",9,50,"14",1182644,1836387,2018,"07/02/2018 03:51:34 PM",41.706252684,-87.606775345,"(41.706252684, -87.606775345)"
"7",11456482,"JB448749","09/19/2018 01:50:00 PM","049XX S ARCHER AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,"0821","008",14,57,"17",1150934,1871470,2018,"09/27/2018 03:56:15 PM",41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
"8",11256663,"JB182696","03/12/2018 10:00:00 AM","083XX S ELIZABETH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,"0613","006",21,71,"08B",1169441,1849576,2018,"05/04/2018 03:51:04 PM",41.742740762,-87.654743231,"(41.742740762, -87.654743231)"
"9",11281143,"JB218372","04/10/2018 12:26:00 PM","022XX W 19TH ST","143B","WEAPONS VIOLATION","UNLAWFUL POSS OTHER FIREARM","SIDEWALK",TRUE,FALSE,"1234","012",25,31,"15",1161729,1890703,2018,"05/04/2018 03:51:04 PM",41.855761887,-87.681858216,"(41.855761887, -87.681858216)"
"10",11273889,"JB208765","04/01/2018 08:00:00 AM","102XX S LA SALLE ST","0820","THEFT","$500 AND UNDER","RESIDENCE",FALSE,FALSE,"0511","005",9,49,"06",1177077,1837033,2018,"05/04/2018 03:51:04 PM",41.708152482,-87.627141885,"(41.708152482, -87.627141885)"
"11",11437296,"JB423404","09/05/2018 03:15:00 PM","109XX S DOTY AVE W","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE",TRUE,FALSE,"0513","005",9,50,"06",1185440,1832668,2018,"09/12/2018 04:05:26 PM",41.695982095,-87.596653142,"(41.695982095, -87.596653142)"
"12",11387873,"JB358529","07/20/2018 11:30:00 PM","050XX S MICHIGAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","HOTEL/MOTEL",FALSE,TRUE,"0224","002",3,38,"08B",1178010,1871670,2018,"07/27/2018 03:56:39 PM",41.80317932,-87.622677433,"(41.80317932, -87.622677433)"
"13",11328843,"JB281903","05/13/2018 09:00:00 AM","049XX N MILWAUKEE AVE","0460","BATTERY","SIMPLE","CTA BUS",FALSE,FALSE,"1623","016",45,11,"08B",1139185,1932556,2018,"05/30/2018 03:49:34 PM",41.971050859,-87.763586124,"(41.971050859, -87.763586124)"
"14",11234051,"JB156848","02/17/2018 09:45:00 PM","095XX S AVALON AVE","1750","OFFENSE INVOLVING CHILDREN","CHILD ABUSE","RESIDENCE",TRUE,FALSE,"0511","005",8,50,"20",1186213,1841765,2018,"05/04/2018 03:51:04 PM",41.720927168,-87.593536791,"(41.720927168, -87.593536791)"
"15",11495373,"JB500235","11/01/2018 10:00:00 AM","003XX S WACKER DR","0820","THEFT","$500 AND UNDER","STREET",FALSE,FALSE,"0122","001",42,32,"06",1173916,1898816,2018,"11/08/2018 04:17:57 PM",41.877762073,-87.63688469,"(41.877762073, -87.63688469)"
"16",11387209,"JB358731","07/20/2018 08:00:00 AM","011XX W GARFIELD BLVD","0460","BATTERY","SIMPLE","APARTMENT",FALSE,FALSE,"0712","007",16,68,"08B",1169805,1868195,2018,"07/27/2018 03:56:39 PM",41.793825753,-87.652869806,"(41.793825753, -87.652869806)"
"17",11314124,"JB262332","05/13/2018 07:51:00 PM","048XX W 47TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET",FALSE,TRUE,"0814","008",23,56,"08B",1145068,1873031,2018,"05/20/2018 03:51:43 PM",41.807597997,-87.743458142,"(41.807597997, -87.743458142)"
"18",11479810,"JB479877","10/17/2018 09:24:00 PM","078XX S YATES BLVD","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","STREET",TRUE,FALSE,"0421","004",7,43,"15",1193558,1853449,2018,"10/24/2018 04:22:11 PM",41.752812742,-87.566252678,"(41.752812742, -87.566252678)"
"19",11271336,"JB205407","03/23/2018 04:00:00 PM","001XX N LOCKWOOD AVE","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE",FALSE,FALSE,"1523","015",28,25,"05",1141020,1900678,2018,"05/04/2018 03:51:04 PM",41.88354062,-87.757625586,"(41.88354062, -87.757625586)"
"20",11406582,"JB383872","08/07/2018 07:00:00 PM","042XX W BERTEAU AVE","0810","THEFT","OVER $500","STREET",FALSE,FALSE,"1722","017",38,16,"06",1147549,1927581,2018,"08/14/2018 04:06:48 PM",41.957242334,-87.732958703,"(41.957242334, -87.732958703)"
"21",11567222,"JB519152","11/17/2018 07:30:00 AM","041XX W WILCOX ST","2014","NARCOTICS","MANU/DELIVER: HEROIN (WHITE)","VEHICLE NON-COMMERCIAL",TRUE,FALSE,"1115","011",28,26,"18",NA,NA,2018,"09/21/2019 03:54:20 PM",NA,NA,NA
"22",11436892,"JB423062","09/04/2018 09:00:00 PM","081XX S FRANCISCO AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE",FALSE,FALSE,"0835","008",18,70,"11",1158459,1850557,2018,"09/11/2018 04:02:09 PM",41.745663383,-87.694955112,"(41.745663383, -87.694955112)"
"23",11257309,"JB185771","03/08/2018 07:00:00 PM","124XX S MICHIGAN AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE",FALSE,FALSE,"0532","005",9,53,"11",1179117,1822115,2018,"05/04/2018 03:51:04 PM",41.667169176,-87.620123625,"(41.667169176, -87.620123625)"
"24",11472964,"JB469243","10/09/2018 07:45:00 PM","019XX W 79TH ST","5011","OTHER OFFENSE","LICENSE VIOLATION","SMALL RETAIL STORE",TRUE,FALSE,"0611","006",18,71,"26",1164635,1852272,2018,"10/17/2018 04:18:22 PM",41.750241632,-87.672276686,"(41.750241632, -87.672276686)"
"25",11221645,"JB139406","02/02/2018 11:40:00 PM","018XX N NORMANDY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","OTHER",FALSE,FALSE,"2513","025",36,25,"08B",1131463,1911404,2018,"05/04/2018 03:51:04 PM",41.913144779,-87.79247197,"(41.913144779, -87.79247197)"
"26",11246354,"JB172858","03/03/2018 11:33:00 PM","038XX W GRENSHAW ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","STREET",TRUE,FALSE,"1133","011",24,29,"18",1150879,1894763,2018,"05/04/2018 03:51:04 PM",41.867122003,-87.721577044,"(41.867122003, -87.721577044)"
"27",11394062,"JB367416","07/15/2018 06:50:00 AM","108XX S UNION AVE","0460","BATTERY","SIMPLE","SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,"2233","022",34,49,"08B",1173572,1832934,2018,"08/01/2018 03:51:33 PM",41.696982374,-87.640098183,"(41.696982374, -87.640098183)"
"28",11542776,"JB562732","12/18/2018 03:36:00 PM","006XX N MICHIGAN AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE",FALSE,FALSE,"1834","018",42,8,"06",1177327,1904330,2018,"12/26/2018 04:12:48 PM",41.892816145,-87.624193198,"(41.892816145, -87.624193198)"
"29",11204758,"JB117175","01/15/2018 04:50:00 PM","052XX W ADDISON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,"1634","016",38,15,"07",1140892,1923436,2018,"05/04/2018 03:51:04 PM",41.945993442,-87.757534561,"(41.945993442, -87.757534561)"
"30",11403418,"JB379601","08/04/2018 10:07:00 PM","094XX S DR MARTIN LUTHER KING JR DR","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET",FALSE,FALSE,"0633","006",6,49,"14",1180573,1842480,2018,"08/11/2018 04:12:27 PM",41.723020359,-87.614172813,"(41.723020359, -87.614172813)"
"31",11290335,"JB229854","04/19/2018 12:00:00 PM","131XX S BALTIMORE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,"0433","004",10,55,"08B",1199094,1818450,2018,"05/04/2018 03:51:04 PM",41.656635079,-87.547136833,"(41.656635079, -87.547136833)"
"32",11346567,"JB305137","06/12/2018 12:00:00 PM","050XX W MADISON ST","0610","BURGLARY","FORCIBLE ENTRY","OTHER",FALSE,FALSE,"1533","015",28,25,"05",1142748,1899553,2018,"06/19/2018 03:56:32 PM",41.880421496,-87.751308168,"(41.880421496, -87.751308168)"
"33",11338464,"JB294636","06/05/2018 07:49:00 PM","046XX S WHIPPLE ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET",FALSE,FALSE,"0922","009",14,58,"14",1156814,1873824,2018,"06/12/2018 03:54:25 PM",41.80954479,-87.700355224,"(41.80954479, -87.700355224)"
"34",11349699,"JB309460","06/16/2018 12:45:00 PM","030XX W ROOSEVELT RD","1710","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD","PARK PROPERTY",FALSE,FALSE,"1022","010",24,29,"20",1156119,1894552,2018,"06/23/2018 03:54:12 PM",41.866438916,-87.70234588,"(41.866438916, -87.70234588)"
"35",11491508,"JB495377","10/29/2018 06:17:00 PM","086XX S VERNON AVE","0810","THEFT","OVER $500","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,"0632","006",6,44,"06",1180866,1847803,2018,"11/05/2018 04:17:00 PM",41.737620589,-87.612936407,"(41.737620589, -87.612936407)"
"36",11411859,"JB390796","08/12/2018 11:12:00 AM","065XX N FRANCISCO AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE",FALSE,FALSE,"2412","024",50,2,"26",1155812,1943264,2018,"08/19/2018 04:03:34 PM",42.000114426,-87.702156389,"(42.000114426, -87.702156389)"
"37",11226926,"JB146717","02/09/2018 06:23:00 PM","012XX N MILWAUKEE AVE","0860","THEFT","RETAIL THEFT","OTHER",FALSE,FALSE,"1433","014",1,24,"06",1165387,1908414,2018,"05/04/2018 03:51:04 PM",41.904285353,-87.667927579,"(41.904285353, -87.667927579)"
"38",11387042,"JB358566","07/21/2018 12:03:00 AM","012XX N CLEVELAND AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","STREET",FALSE,FALSE,"1821","018",27,8,"04A",1172681,1908318,2018,"07/28/2018 03:48:35 PM",41.903863542,-87.641137807,"(41.903863542, -87.641137807)"
"39",11304858,"JB249940","05/04/2018 02:14:00 PM","011XX W ARGYLE ST","2023","NARCOTICS","POSS: HEROIN(BRN/TAN)","SIDEWALK",TRUE,FALSE,"2033","020",48,3,"18",1167819,1933571,2018,"05/11/2018 03:53:11 PM",41.973265231,-87.658266541,"(41.973265231, -87.658266541)"
"40",11414435,"JB393914","08/14/2018 10:50:00 PM","011XX S INDEPENDENCE BLVD","0454","BATTERY","AGG PO HANDS NO/MIN INJURY","GROCERY FOOD STORE",TRUE,FALSE,"1133","011",24,29,"08B",1151434,1894647,2018,"08/28/2018 03:57:05 PM",41.866792814,-87.719542592,"(41.866792814, -87.719542592)"
"41",11510883,"JB520787","11/14/2018 10:30:00 AM","082XX S SANGAMON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","ALLEY",FALSE,FALSE,"0613","006",21,71,"07",1171412,1850199,2018,"11/22/2018 04:00:54 PM",41.744407479,-87.647503255,"(41.744407479, -87.647503255)"
"42",11482805,"JB483922","10/21/2018 04:30:00 AM","057XX S WINCHESTER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,"0715","007",15,67,"07",1164339,1866521,2018,"10/28/2018 04:09:23 PM",41.789349064,-87.672960458,"(41.789349064, -87.672960458)"
"43",11391175,"JB363993","07/24/2018 10:12:00 PM","028XX S HILLOCK AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","TAXICAB",FALSE,FALSE,"0913","009",11,60,"11",1167696,1886283,2018,"07/31/2018 03:50:48 PM",41.843506684,-87.660083677,"(41.843506684, -87.660083677)"
"44",11346802,"JB304916","05/29/2018 01:06:00 PM","023XX W CORTEZ ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300",NA,FALSE,FALSE,"1212","012",1,24,"11",1160663,1906931,2018,"06/16/2018 03:49:07 PM",41.900315125,-87.685321229,"(41.900315125, -87.685321229)"
"45",11422256,"JB403942","08/22/2018 11:20:00 AM","079XX S LUELLA AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE",FALSE,FALSE,"0414","004",7,46,"05",1192574,1852849,2018,"08/29/2018 04:05:03 PM",41.75119031,-87.569878083,"(41.75119031, -87.569878083)"
"46",11496556,"JB501579","11/03/2018 08:15:00 AM","083XX S MERRILL AVE","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET",FALSE,FALSE,"0412","004",7,46,"03",1191969,1850015,2018,"11/10/2018 04:10:46 PM",41.743428278,-87.572186934,"(41.743428278, -87.572186934)"
"47",11243398,"JB168979","02/28/2018 05:21:00 PM","016XX W 47TH ST","0860","THEFT","RETAIL THEFT","DRUG STORE",FALSE,FALSE,"0924","009",3,61,"06",1166298,1873549,2018,"05/04/2018 03:51:04 PM",41.80859321,-87.665577234,"(41.80859321, -87.665577234)"
"48",11501571,"JB508300","11/07/2018 05:30:00 PM","001XX E 123RD ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESIDENCE",FALSE,FALSE,"0532","005",9,53,"11",1179565,1823439,2018,"11/14/2018 04:11:48 PM",41.670792249,-87.61844388,"(41.670792249, -87.61844388)"
"49",11517135,"JB528949","11/25/2018 10:54:00 PM","016XX W WABANSIA AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,TRUE,"1433","014",32,24,"08B",1165201,1911385,2018,"12/02/2018 04:09:26 PM",41.912441933,-87.668526221,"(41.912441933, -87.668526221)"
"50",11362344,"JB324540","06/27/2018 08:50:00 AM","039XX W DIVISION ST","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST","APARTMENT",FALSE,TRUE,"2535","025",27,23,"04B",1149740,1907713,2018,"07/04/2018 03:53:35 PM",41.902680409,-87.725421722,"(41.902680409, -87.725421722)"
"51",11540906,"JB560399","12/19/2018 06:21:00 PM","047XX W NORTH AVE","0460","BATTERY","SIMPLE","DRUG STORE",FALSE,FALSE,"2533","025",37,25,"08B",1144311,1910210,2018,"12/26/2018 04:22:24 PM",41.909636288,-87.745300725,"(41.909636288, -87.745300725)"
"52",11253279,"JB182099","03/11/2018 04:31:00 PM","078XX S PULASKI RD","0820","THEFT","$500 AND UNDER","CONVENIENCE STORE",FALSE,FALSE,"0834","008",13,70,"06",1151077,1852416,2018,"05/04/2018 03:51:04 PM",41.750911901,-87.721956083,"(41.750911901, -87.721956083)"
"53",11361821,"JB325437","06/26/2018 10:00:00 PM","017XX W CHASE AVE","0460","BATTERY","SIMPLE","RESIDENCE",FALSE,TRUE,"2423","024",49,1,"08B",1163649,1948306,2018,"07/03/2018 03:55:36 PM",42.013787643,-87.673182834,"(42.013787643, -87.673182834)"
"54",11531249,"JB547841","12/05/2018 02:00:00 PM","085XX S BURNHAM AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE",FALSE,FALSE,"0423","004",7,46,"05",1196305,1848913,2018,"12/13/2018 04:09:51 PM",41.74029796,-87.556336345,"(41.74029796, -87.556336345)"
"55",11278793,"JB215416","04/07/2018 09:00:00 PM","070XX S ARTESIAN AVE","0420","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","APARTMENT",FALSE,FALSE,"0832","008",17,66,"04B",1161258,1857916,2018,"04/27/2019 03:59:03 PM",41.765800136,-87.684495611,"(41.765800136, -87.684495611)"
"56",11212350,"JB126967","01/23/2018 12:14:00 PM","076XX S KINGSTON AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","STREET",FALSE,TRUE,"0421","004",7,43,"26",1194517,1854878,2018,"05/04/2018 03:51:04 PM",41.756710512,-87.562691493,"(41.756710512, -87.562691493)"
"57",11306021,"JB249997","05/04/2018 05:00:00 PM","009XX E 104TH ST","0810","THEFT","OVER $500","RESIDENCE PORCH/HALLWAY",FALSE,TRUE,"0512","005",9,50,"06",1184256,1836192,2018,"05/11/2018 03:53:11 PM",41.705680106,-87.600878419,"(41.705680106, -87.600878419)"
"58",11356817,"JB318945","06/23/2018 06:00:00 AM","019XX S PULASKI RD","0820","THEFT","$500 AND UNDER","STREET",FALSE,FALSE,"1014","010",24,29,"06",1150027,1890063,2018,"06/30/2018 03:49:07 PM",41.854241257,-87.724827169,"(41.854241257, -87.724827169)"
"59",11533335,"JB550645","12/12/2018 06:00:00 PM","0000X S WABASH AVE","0890","THEFT","FROM BUILDING","HOTEL/MOTEL",FALSE,FALSE,"0112","001",42,32,"06",1176813,1900276,2018,"12/19/2018 04:20:33 PM",41.881703396,-87.626203588,"(41.881703396, -87.626203588)"
"60",11311869,"JB259226","05/11/2018 10:15:00 AM","037XX W IRVING PARK RD","0810","THEFT","OVER $500","STREET",FALSE,FALSE,"1723","017",39,16,"06",1150813,1926329,2018,"05/18/2018 03:52:39 PM",41.953743379,-87.720992034,"(41.953743379, -87.720992034)"
"61",11237113,"JB160693","02/21/2018 07:00:00 PM","042XX N LINCOLN AVE","0810","THEFT","OVER $500","STREET",FALSE,FALSE,"1911","019",47,5,"06",1161528,1928012,2018,"05/04/2018 03:51:04 PM",41.958144775,-87.681555442,"(41.958144775, -87.681555442)"
"62",11545059,"JB565310","12/23/2018 05:00:00 PM","001XX N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE",FALSE,FALSE,"0111","001",42,32,"06",1176352,1900927,2018,"12/30/2018 04:17:20 PM",41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
"63",11382235,"JB352402","07/16/2018 05:08:00 PM","0000X E OHIO ST","0460","BATTERY","SIMPLE","HOTEL/MOTEL",FALSE,FALSE,"1834","018",42,8,"08B",1176468,1904201,2018,"07/23/2018 03:57:48 PM",41.8924816,-87.627351831,"(41.8924816, -87.627351831)"
"64",11425241,"JB407789","08/24/2018 07:00:00 PM","123XX S INDIANA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL",FALSE,FALSE,"0532","005",9,53,"14",1179860,1823130,2018,"08/31/2018 04:01:52 PM",41.669937585,-87.617373602,"(41.669937585, -87.617373602)"
"65",11467388,"JB463224","10/05/2018 06:30:00 AM","013XX W RANDOLPH ST","0820","THEFT","$500 AND UNDER","STREET",FALSE,FALSE,"1224","012",27,28,"06",1167150,1901140,2018,"10/12/2018 03:54:37 PM",41.884287279,-87.661660805,"(41.884287279, -87.661660805)"
"66",11201292,"JB112257","01/11/2018 11:10:00 AM","043XX W WILCOX ST","051A","ASSAULT","AGGRAVATED: HANDGUN","STREET",TRUE,FALSE,"1115","011",28,26,"04A",1147521,1898985,2018,"05/04/2018 03:51:04 PM",41.878772677,-87.733796577,"(41.878772677, -87.733796577)"
"67",11270989,"JB204945","03/30/2018 09:23:00 AM","093XX S KINGSTON AVE","141B","WEAPONS VIOLATION","UNLAWFUL USE OTHER FIREARM","STREET",FALSE,FALSE,"0423","004",7,48,"15",1194797,1843628,2018,"05/04/2018 03:51:04 PM",41.725832689,-87.562034891,"(41.725832689, -87.562034891)"
"68",11437631,"JB423955","09/05/2018 08:30:00 PM","037XX W DIVISION ST","0460","BATTERY","SIMPLE","SIDEWALK",FALSE,FALSE,"1112","011",27,23,"08B",1151406,1907744,2018,"09/12/2018 04:05:26 PM",41.902732917,-87.719301353,"(41.902732917, -87.719301353)"
"69",11282336,"JB220113","04/11/2018 06:15:00 PM","002XX N LA SALLE ST","0870","THEFT","POCKET-PICKING","CTA STATION",FALSE,FALSE,"0122","001",42,32,"06",1175098,1901792,2018,"05/04/2018 03:51:04 PM",41.885901992,-87.632455489,"(41.885901992, -87.632455489)"
"70",11257597,"JB187645","03/15/2018 09:00:00 PM","038XX W 58TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET",FALSE,FALSE,"0822","008",13,62,"14",1151823,1865872,2018,"05/04/2018 03:51:04 PM",41.787822751,-87.71887006,"(41.787822751, -87.71887006)"
"71",11235112,"JB158177","02/19/2018 03:30:00 PM","042XX W CERMAK RD","0560","ASSAULT","SIMPLE","RESIDENCE",FALSE,FALSE,"1013","010",22,29,"08A",1148433,1889039,2018,"05/04/2018 03:51:04 PM",41.85146212,-87.730704218,"(41.85146212, -87.730704218)"
"72",11283127,"JB220958","04/11/2018 04:20:00 PM","040XX N FRANCISCO AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE",FALSE,FALSE,"1724","017",33,16,"26",1156327,1926775,2018,"05/04/2018 03:51:04 PM",41.95485733,-87.700709797,"(41.95485733, -87.700709797)"
"73",11496271,"JB501421","11/03/2018 02:13:00 AM","069XX S DR MARTIN LUTHER KING JR DR","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT",FALSE,TRUE,"0322","003",6,69,"08B",1180118,1859062,2018,"11/10/2018 04:10:46 PM",41.768533683,-87.61533261,"(41.768533683, -87.61533261)"
"74",11286208,"JB225299","04/15/2018 09:48:00 PM","0000X W 69TH ST","0460","BATTERY","SIMPLE","CTA STATION",FALSE,FALSE,"0731","007",6,69,"08B",1177279,1859276,2018,"05/04/2018 03:51:04 PM",41.769185486,-87.625732415,"(41.769185486, -87.625732415)"
"75",11526307,"JB541194","12/05/2018 01:13:00 PM","019XX N CICERO AVE","0860","THEFT","RETAIL THEFT","OTHER",TRUE,FALSE,"2533","025",36,19,"06",1144090,1912429,2018,"12/12/2018 04:18:33 PM",41.915729613,-87.746056778,"(41.915729613, -87.746056778)"
"76",11302216,"JB246330","05/02/2018 04:45:00 AM","112XX S HALE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","DRIVEWAY - RESIDENTIAL",FALSE,FALSE,"2212","022",19,75,"07",1165070,1829921,2018,"05/09/2018 03:51:40 PM",41.688897751,-87.671312461,"(41.688897751, -87.671312461)"
"77",11218557,"JB135261","01/30/2018 02:49:00 PM","099XX S YATES AVE","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","RESIDENCE",FALSE,TRUE,"0431","004",7,51,"24",1194134,1839495,2018,"05/04/2018 03:51:04 PM",41.714507621,-87.564598637,"(41.714507621, -87.564598637)"
"78",11461901,"JB455751","09/26/2018 03:01:00 AM","052XX W LE MOYNE ST","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","APARTMENT",FALSE,TRUE,"2532","025",37,25,"26",1141200,1909475,2018,"10/03/2018 04:08:17 PM",41.907677322,-87.756747513,"(41.907677322, -87.756747513)"
"79",11195346,"JB104263","01/04/2018 01:07:00 PM","022XX S KEELER AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN","APARTMENT",TRUE,FALSE,"1013","010",22,29,"15",1148742,1888811,2018,"05/04/2018 03:51:04 PM",41.850830503,-87.729575987,"(41.850830503, -87.729575987)"
"80",11273861,"JB208800","04/02/2018 01:42:00 PM","028XX N LOTUS AVE","5111","OTHER OFFENSE","GUN OFFENDER: ANNUAL REGISTRATION","VEHICLE NON-COMMERCIAL",FALSE,FALSE,"2514","025",31,19,"26",1139554,1918254,2018,"05/04/2018 03:51:04 PM",41.931798069,-87.762579482,"(41.931798069, -87.762579482)"
"81",11480784,"JB481097","10/18/2018 11:16:00 PM","005XX S PULASKI RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM",FALSE,FALSE,"1132","011",24,26,"03",1149812,1897228,2018,"10/25/2018 04:16:26 PM",41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
"82",11267594,"JB199586","03/25/2018 06:00:00 PM","023XX S RIDGEWAY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE",FALSE,FALSE,"1013","010",22,30,"08B",1151739,1888286,2018,"05/04/2018 03:51:04 PM",41.849331489,-87.71859009,"(41.849331489, -87.71859009)"
"83",11279475,"JB216310","04/08/2018 07:00:00 PM","032XX W MADISON ST","2024","NARCOTICS","POSS: HEROIN(WHITE)","RESIDENCE PORCH/HALLWAY",TRUE,FALSE,"1123","011",28,27,"18",1154876,1899837,2018,"05/04/2018 03:51:04 PM",41.880966488,-87.706767448,"(41.880966488, -87.706767448)"
"84",11302486,"JB246664","05/01/2018 09:00:00 AM","029XX S MICHIGAN AVE","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","RESIDENCE",FALSE,FALSE,"0133","001",2,35,"11",1177726,1885751,2018,"05/08/2018 03:56:32 PM",41.841825184,-87.623292218,"(41.841825184, -87.623292218)"
"85",11469887,"JB466589","10/07/2018 04:00:00 PM","001XX W ONTARIO ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET",FALSE,FALSE,"1832","018",42,8,"07",1175327,1904462,2018,"10/14/2018 04:09:28 PM",41.893223483,-87.63153437,"(41.893223483, -87.63153437)"
"86",11298462,"JB241525","04/28/2018 02:10:00 PM","017XX W 119TH ST","1812","NARCOTICS","POSS: CANNABIS MORE THAN 30GMS","PARKING LOT/GARAGE(NON.RESID.)",TRUE,FALSE,"2234","022",34,75,"18",1166736,1825769,2018,"05/05/2018 03:54:51 PM",41.677468647,-87.665331132,"(41.677468647, -87.665331132)"
"87",11220009,"JB137314","01/31/2018 05:30:00 PM","038XX S ELLIS AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL",FALSE,FALSE,"0212","002",4,36,"14",1182559,1879686,2018,"05/04/2018 03:51:04 PM",41.825071411,-87.60574538,"(41.825071411, -87.60574538)"
"88",11349491,"JB309139","06/16/2018 08:30:00 AM","051XX W DIVISION ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK",FALSE,TRUE,"2533","025",37,25,"08B",1141677,1907504,2018,"06/23/2018 03:54:12 PM",41.902259861,-87.755044059,"(41.902259861, -87.755044059)"
